i	j	k	Dose(Gy)       proton_1       proton_1       proton         proton         deuteron       deuteron       alpha          alpha          Li7            Li7            Be7            Be7            Be8            Be8            O16            O16            
231	0	0	6.27121e-09    6.03513e-09    33             2.2901e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              
232	0	0	7.18207e-09    6.86771e-09    33             2.06925e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
233	0	0	5.46384e-09    5.28452e-09    32             1.79323e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
234	0	0	4.17226e-09    3.88681e-09    31             1.91081e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
235	0	0	4.08499e-09    3.76564e-09    31             1.78843e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
236	0	0	4.38912e-09    4.00113e-09    31             1.73589e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
237	0	0	4.70899e-09    4.23683e-09    31             2.23302e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
238	0	0	5.30401e-09    4.84991e-09    31             2.12873e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
239	0	0	4.69899e-09    4.38554e-09    31             3.13446e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
240	0	0	3.27975e-09    3.05219e-09    30             1.86574e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
241	0	0	4.05209e-09    3.29437e-09    30             2.8696e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              
242	0	0	3.46799e-09    3.16513e-09    30             2.34844e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
243	0	0	3.35404e-09    3.14401e-09    30             2.04398e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
244	0	0	3.44481e-09    3.20061e-09    30             2.05264e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
245	0	0	3.6834e-09     3.32643e-09    30             2.48704e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
246	0	0	3.74041e-09    3.44922e-09    30             2.04026e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
247	0	0	3.30195e-09    3.11948e-09    30             1.82475e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
248	0	0	3.18151e-09    2.98667e-09    30             1.83538e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
249	0	0	3.88399e-09    3.33092e-09    30             1.80363e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
250	0	0	3.54007e-09    3.29345e-09    30             1.89668e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
251	0	0	3.84929e-09    3.41534e-09    30             2.37598e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
252	0	0	3.58622e-09    3.26488e-09    30             2.07478e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
253	0	0	3.43864e-09    3.18392e-09    30             2.36348e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
254	0	0	3.52613e-09    3.19007e-09    30             1.74349e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
255	0	0	3.6918e-09     3.49024e-09    30             2.01561e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
256	0	0	3.53401e-09    3.32132e-09    30             2.12689e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
257	0	0	3.57765e-09    3.31476e-09    30             2.35118e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
258	0	0	3.67175e-09    3.35963e-09    30             2.35004e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
259	0	0	3.68154e-09    3.33825e-09    30             2.54429e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
260	0	0	3.53219e-09    3.32894e-09    30             2.03248e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
261	0	0	3.64058e-09    3.40499e-09    30             2.35599e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
262	0	0	3.72464e-09    3.38857e-09    30             2.34524e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
263	0	0	3.58109e-09    3.25553e-09    30             2.35869e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
264	0	0	3.64889e-09    3.35703e-09    30             2.02499e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
265	0	0	3.89761e-09    3.48531e-09    30             2.14696e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
266	0	0	3.70416e-09    3.45604e-09    30             1.8778e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              
267	0	0	3.7342e-09     3.4483e-09     30             2.85902e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
268	0	0	3.7565e-09     3.28237e-09    30             3.50649e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
269	0	0	4.05452e-09    3.55806e-09    30             1.95402e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
270	0	0	3.89015e-09    3.46886e-09    30             2.22439e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
271	0	0	4.07896e-09    3.74797e-09    30             2.20907e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
272	0	0	4.10816e-09    3.62598e-09    30             2.49372e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
273	0	0	3.99052e-09    3.74422e-09    30             2.36579e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
274	0	0	3.96838e-09    3.63681e-09    30             2.35065e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
275	0	0	4.06151e-09    3.787e-09      30             2.74514e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
276	0	0	4.26139e-09    4.00523e-09    30             2.12532e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
277	0	0	4.56032e-09    4.15235e-09    30             3.35074e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
278	0	0	5.01783e-09    4.6056e-09     30             2.72852e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
279	0	0	6.52596e-09    6.12045e-09    30             2.23007e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
280	0	0	3.30485e-09    2.9277e-09     29             2.41683e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
281	0	0	3.23605e-09    2.95676e-09    29             2.36758e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
282	0	0	3.51681e-09    3.15088e-09    29             2.71086e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
283	0	0	4.74648e-09    4.42865e-09    29             3.17825e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
284	0	0	5.79264e-09    5.30517e-09    29             3.45079e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
285	0	0	3.53701e-09    2.78196e-09    28             3.64249e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
286	0	0	3.23257e-09    2.8322e-09     28             3.77011e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
287	0	0	3.15156e-09    2.7239e-09     28             3.53538e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
288	0	0	3.82714e-09    3.20611e-09    28             4.62613e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
289	0	0	3.43148e-09    2.9849e-09     28             3.82628e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
290	0	0	3.26162e-09    2.88491e-09    28             3.68764e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
291	0	0	3.66801e-09    3.11629e-09    28             4.68288e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
292	0	0	3.28803e-09    2.83549e-09    28             3.76885e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
293	0	0	3.65205e-09    3.11606e-09    28             4.04574e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
294	0	0	3.4377e-09     2.97925e-09    28             4.41745e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
295	0	0	3.4206e-09     2.94898e-09    28             3.67023e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
296	0	0	3.42772e-09    2.95762e-09    28             4.70099e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
297	0	0	3.38475e-09    2.91829e-09    28             4.66463e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
298	0	0	3.32738e-09    2.9206e-09     28             3.66604e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
299	0	0	3.62646e-09    3.0871e-09     28             4.74667e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
300	0	0	3.52407e-09    3.06324e-09    28             4.60834e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
301	0	0	3.61304e-09    3.08212e-09    28             4.35842e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
302	0	0	3.39984e-09    2.91996e-09    28             4.79879e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
303	0	0	3.48865e-09    3.05143e-09    28             4.37216e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
304	0	0	3.29805e-09    2.86235e-09    28             4.35707e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
305	0	0	3.38339e-09    2.7661e-09     28             4.46875e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
306	0	0	3.5868e-09     3.07826e-09    28             4.80639e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
307	0	0	3.66215e-09    2.95175e-09    28             6.03798e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
308	0	0	3.41888e-09    2.85294e-09    28             4.79962e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
309	0	0	3.42031e-09    2.92109e-09    28             4.60425e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
310	0	0	3.45799e-09    2.95205e-09    28             5.05937e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
311	0	0	3.46808e-09    2.95749e-09    28             5.10591e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
312	0	0	3.73597e-09    3.0611e-09     28             4.91548e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
313	0	0	3.96845e-09    3.23266e-09    28             5.07035e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
314	0	0	3.67011e-09    2.99383e-09    28             4.60531e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
315	0	0	3.91542e-09    3.30339e-09    28             5.46254e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
316	0	0	3.7969e-09     3.14e-09       28             5.34907e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
317	0	0	3.62366e-09    2.87402e-09    28             5.86165e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
318	0	0	3.49725e-09    2.89559e-09    28             6.01663e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
319	0	0	3.54891e-09    2.94342e-09    28             6.05491e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
320	0	0	3.49673e-09    2.88106e-09    28             6.15671e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
321	0	0	3.79933e-09    3.10542e-09    28             6.48012e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
322	0	0	3.79672e-09    2.97179e-09    28             6.26303e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
323	0	0	3.81132e-09    3.0424e-09     28             6.58659e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
324	0	0	3.70825e-09    2.92876e-09    28             7.25122e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
325	0	0	3.8254e-09     3.07486e-09    28             7.12664e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
326	0	0	3.8338e-09     3.02415e-09    28             7.13632e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
327	0	0	4.05373e-09    3.06656e-09    28             8.85494e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
328	0	0	3.85456e-09    2.9257e-09     28             9.28864e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
329	0	0	4.14558e-09    3.19193e-09    28             9.53646e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              
330	0	0	4.15971e-09    2.95328e-09    28             1.12136e-09    2              0              0              0              0              0              0              0              0              0              0              0              0              
331	0	0	4.16027e-09    2.90643e-09    28             1.21142e-09    2              0              0              0              0              0              0              0              0              0              0              0              0              
332	0	0	4.97234e-09    3.19082e-09    28             1.61747e-09    2              0              0              0              0              0              0              0              0              0              0              0              0              
333	0	0	5.83088e-09    3.07765e-09    28             2.75323e-09    2              0              0              0              0              0              0              0              0              0              0              0              0              
334	0	0	3.18878e-09    3.04944e-09    28             1.39336e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
335	0	0	3.16744e-09    3.03208e-09    28             1.18756e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
336	0	0	3.39725e-09    3.1883e-09     28             1.11024e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
337	0	0	3.52059e-09    3.34247e-09    28             1.07918e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
338	0	0	3.31881e-09    3.00685e-09    28             1.69318e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
339	0	0	3.79566e-09    3.24441e-09    28             1.1549e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              
340	0	0	3.15291e-09    2.98068e-09    28             1.41369e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
341	0	0	3.46242e-09    3.30038e-09    28             1.62036e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
342	0	0	3.12955e-09    3.02488e-09    28             1.04669e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
343	0	0	3.09009e-09    2.98265e-09    28             1.07445e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
344	0	0	3.16573e-09    3.03996e-09    28             1.20906e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
345	0	0	3.43066e-09    3.14052e-09    28             1.44959e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
346	0	0	3.47673e-09    3.33424e-09    28             1.06101e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
347	0	0	3.47209e-09    3.35162e-09    28             1.20468e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
348	0	0	3.38289e-09    3.1761e-09     28             2.0679e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              
349	0	0	3.37613e-09    3.22364e-09    28             1.09154e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
350	0	0	3.56866e-09    3.23018e-09    28             9.44757e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              
351	0	0	3.49322e-09    3.35804e-09    28             1.14641e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
352	0	0	3.36475e-09    3.19993e-09    28             1.21688e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
353	0	0	3.6965e-09     3.39997e-09    28             1.12939e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
354	0	0	3.33886e-09    3.14909e-09    28             1.14035e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
355	0	0	3.33571e-09    3.22456e-09    28             1.11142e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
356	0	0	3.68709e-09    3.53425e-09    28             1.52842e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
357	0	0	3.44707e-09    3.34459e-09    28             1.02478e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
358	0	0	3.33663e-09    3.14465e-09    28             9.40365e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              
359	0	0	3.41555e-09    3.24688e-09    28             1.20745e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
360	0	0	3.38631e-09    3.19103e-09    28             1.27958e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
361	0	0	3.91422e-09    3.62157e-09    28             1.521e-10      1              0              0              0              0              0              0              0              0              0              0              0              0              
362	0	0	3.5462e-09     3.20629e-09    28             1.12725e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
363	0	0	3.64202e-09    3.46672e-09    28             1.75304e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
364	0	0	3.51277e-09    3.28458e-09    28             2.16358e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
365	0	0	3.5533e-09     3.32945e-09    28             1.36321e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
366	0	0	3.40699e-09    3.30288e-09    28             1.04106e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
367	0	0	3.5207e-09     3.38677e-09    28             1.33927e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
368	0	0	3.27925e-09    3.16194e-09    28             1.17314e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
369	0	0	3.59261e-09    3.3679e-09     28             1.12029e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
370	0	0	3.56324e-09    3.34207e-09    28             1.34187e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
371	0	0	3.41998e-09    3.25798e-09    28             1.17156e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
372	0	0	3.68404e-09    3.50996e-09    28             1.25264e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
373	0	0	3.54967e-09    3.35318e-09    28             1.15594e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
374	0	0	3.49349e-09    3.35002e-09    28             1.38234e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
375	0	0	3.60706e-09    3.37447e-09    28             1.30433e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
376	0	0	3.29313e-09    3.083e-09      28             1.24301e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
377	0	0	3.52815e-09    3.37008e-09    28             1.58066e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
378	0	0	3.60607e-09    3.46148e-09    28             1.44583e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
379	0	0	3.54496e-09    3.33373e-09    28             1.45213e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
380	0	0	3.6363e-09     3.45614e-09    28             1.26913e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
381	0	0	3.56086e-09    3.2677e-09     28             1.37787e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
382	0	0	3.47693e-09    3.24817e-09    28             1.21e-10       1              0              0              0              0              0              0              0              0              0              0              0              0              
383	0	0	3.43101e-09    3.29744e-09    28             1.33572e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
384	0	0	3.55182e-09    3.41624e-09    28             1.35577e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
385	0	0	3.68815e-09    3.57103e-09    28             1.17117e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
386	0	0	3.67935e-09    3.50591e-09    28             1.73443e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
387	0	0	3.91009e-09    3.71264e-09    28             1.11868e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
388	0	0	3.76943e-09    3.5536e-09     28             2.07223e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
389	0	0	3.56863e-09    3.36264e-09    28             1.01348e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
390	0	0	4.16543e-09    3.62813e-09    28             1.36258e-10    1              0              0              0              0              0              0              0              0              0              0              3.13221e-10    1              
391	0	0	3.46345e-09    3.33792e-09    28             1.19178e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
392	0	0	3.79322e-09    3.56341e-09    28             1.41288e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
393	0	0	3.56712e-09    3.44269e-09    28             1.24428e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
394	0	0	3.66695e-09    3.39149e-09    28             1.87545e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
395	0	0	3.65317e-09    3.5261e-09     28             1.27069e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
396	0	0	3.44448e-09    3.28033e-09    28             1.52912e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
397	0	0	3.95384e-09    3.55264e-09    28             1.18423e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
398	0	0	4.05509e-09    3.74644e-09    28             1.19749e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
399	0	0	3.54819e-09    3.35886e-09    28             1.49878e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              
