i	j	k	Dose(Gy)       proton_1       proton_1       proton         proton         deuteron       deuteron       He3            He3            alpha          alpha          Li6            Li6            Be8            Be8            C12            C12            C13            C13            N15            N15            O15            O15            O16            O16            
488	0	0	1.6126e-09     1.53812e-09    35             7.44836e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
489	0	0	1.49247e-09    1.40707e-09    35             8.53963e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
490	0	0	1.58833e-09    1.52137e-09    35             6.69596e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
491	0	0	1.60984e-09    1.53448e-09    35             7.53562e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
492	0	0	1.58362e-09    1.50979e-09    35             7.38298e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
493	0	0	1.55771e-09    1.48354e-09    35             7.41728e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
494	0	0	1.57882e-09    1.51386e-09    35             6.49137e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
495	0	0	1.55162e-09    1.49121e-09    35             6.04077e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
496	0	0	1.6144e-09     1.54908e-09    35             6.53245e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
497	0	0	1.63173e-09    1.55967e-09    35             7.20571e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
498	0	0	1.65977e-09    1.59277e-09    35             6.70009e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
499	0	0	1.68027e-09    1.60574e-09    35             7.45343e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
500	0	0	1.58475e-09    1.50182e-09    35             8.29262e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
501	0	0	1.62528e-09    1.55913e-09    35             6.61506e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
502	0	0	1.57738e-09    1.49947e-09    35             7.79118e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
503	0	0	1.62185e-09    1.54042e-09    35             8.14264e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
504	0	0	1.64896e-09    1.57366e-09    35             7.52968e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
505	0	0	1.64891e-09    1.56784e-09    35             8.10655e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
506	0	0	1.62688e-09    1.55094e-09    35             7.59405e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
507	0	0	1.71598e-09    1.63805e-09    35             7.79282e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
508	0	0	1.61812e-09    1.54216e-09    35             7.59664e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
509	0	0	1.74019e-09    1.66778e-09    35             7.24115e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
510	0	0	1.67691e-09    1.59625e-09    35             8.06548e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
511	0	0	1.72787e-09    1.64668e-09    35             8.11846e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
512	0	0	1.71195e-09    1.62535e-09    35             8.66034e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
513	0	0	1.79651e-09    1.70735e-09    35             8.91623e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
514	0	0	1.69469e-09    1.6072e-09     35             8.74906e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
515	0	0	1.73728e-09    1.65132e-09    35             8.59572e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
516	0	0	1.7773e-09     1.67925e-09    35             9.80476e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
517	0	0	1.75795e-09    1.6583e-09     35             9.9648e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
518	0	0	1.78918e-09    1.70056e-09    35             8.86175e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
519	0	0	1.72137e-09    1.62284e-09    35             9.85306e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
520	0	0	1.84386e-09    1.74297e-09    35             1.0089e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
521	0	0	1.83041e-09    1.7181e-09     35             1.12312e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
522	0	0	1.85413e-09    1.74384e-09    35             1.10298e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
523	0	0	1.84702e-09    1.74708e-09    35             9.99449e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
524	0	0	1.84172e-09    1.72667e-09    35             1.15051e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
525	0	0	1.94175e-09    1.83577e-09    35             1.05982e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
526	0	0	1.84821e-09    1.73179e-09    35             1.16417e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
527	0	0	1.87735e-09    1.75435e-09    35             1.22995e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
528	0	0	1.94623e-09    1.80533e-09    35             1.40897e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
529	0	0	1.89303e-09    1.77024e-09    35             1.22782e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
530	0	0	2.00551e-09    1.85834e-09    35             1.47173e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
531	0	0	1.98967e-09    1.84175e-09    35             1.47916e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
532	0	0	2.03909e-09    1.88556e-09    35             1.5353e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
533	0	0	2.0458e-09     1.867e-09      35             1.78802e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
534	0	0	2.18745e-09    1.84248e-09    35             1.78966e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              1.66009e-10    1              
535	0	0	2.25729e-09    2.05233e-09    35             2.04957e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
536	0	0	2.27738e-09    2.05048e-09    35             2.26908e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
537	0	0	2.39729e-09    2.11081e-09    35             2.86485e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
538	0	0	2.65381e-09    2.16166e-09    35             4.92144e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
539	0	0	2.541e-09      2.35607e-09    35             1.84931e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
540	0	0	2.71043e-09    2.71043e-09    35             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
541	0	0	1.88327e-09    1.88327e-09    35             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
542	0	0	1.86752e-09    1.86752e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
543	0	0	1.92582e-09    1.92582e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
544	0	0	1.92667e-09    1.92667e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
545	0	0	1.95568e-09    1.95568e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
546	0	0	1.93893e-09    1.93893e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
547	0	0	1.90622e-09    1.90622e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
548	0	0	1.95062e-09    1.95062e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
549	0	0	1.99059e-09    1.99059e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
550	0	0	1.98466e-09    1.98411e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
551	0	0	1.96897e-09    1.96897e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
552	0	0	2.05164e-09    2.05164e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
553	0	0	1.97317e-09    1.97317e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
554	0	0	2.07207e-09    2.07207e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
555	0	0	2.13569e-09    2.13569e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
556	0	0	2.14282e-09    2.14282e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
557	0	0	2.14374e-09    2.14374e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
558	0	0	2.0568e-09     2.0568e-09     34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
559	0	0	2.12933e-09    2.12933e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
560	0	0	2.15501e-09    2.15501e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
561	0	0	2.24673e-09    2.24673e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
562	0	0	2.26961e-09    2.26961e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
563	0	0	2.2639e-09     2.2639e-09     34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
564	0	0	2.33867e-09    2.33867e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
565	0	0	2.29792e-09    2.29792e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
566	0	0	2.35854e-09    2.35854e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
567	0	0	2.41454e-09    2.41453e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
568	0	0	2.41538e-09    2.41538e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
569	0	0	2.44614e-09    2.44614e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
570	0	0	2.53287e-09    2.53287e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
571	0	0	2.468e-09      2.468e-09      34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
572	0	0	2.6523e-09     2.6523e-09     34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
573	0	0	2.63346e-09    2.63346e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
574	0	0	2.67446e-09    2.67446e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
575	0	0	2.80013e-09    2.80013e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
576	0	0	2.77931e-09    2.77931e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
577	0	0	2.91209e-09    2.91209e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
578	0	0	2.95184e-09    2.9518e-09     34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
579	0	0	2.98456e-09    2.98456e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
580	0	0	3.13005e-09    3.13005e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
581	0	0	3.46428e-09    3.46428e-09    34             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
582	0	0	2.92004e-09    2.92004e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
583	0	0	3.01215e-09    3.01215e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
584	0	0	3.17877e-09    3.17877e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
585	0	0	3.10381e-09    3.10381e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
586	0	0	3.30523e-09    3.30523e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
587	0	0	3.46251e-09    3.46251e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
588	0	0	3.56694e-09    3.56694e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
589	0	0	3.93137e-09    3.93137e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
590	0	0	3.74422e-09    3.74422e-09    33             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
591	0	0	3.71031e-09    3.71031e-09    32             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
592	0	0	3.9137e-09     3.9137e-09     32             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
593	0	0	4.16944e-09    4.16944e-09    32             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
594	0	0	4.73363e-09    4.73363e-09    32             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
595	0	0	4.56443e-09    4.56443e-09    31             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
596	0	0	5.13824e-09    5.13824e-09    31             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
597	0	0	4.7504e-09     4.7504e-09     29             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
598	0	0	5.56817e-09    5.56817e-09    29             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
599	0	0	5.19014e-09    5.19014e-09    27             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
600	0	0	3.86088e-09    3.86088e-09    23             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
601	0	0	3.5695e-09     3.5695e-09     21             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
602	0	0	2.90741e-09    2.90741e-09    19             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
603	0	0	3.29794e-09    3.29794e-09    19             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
604	0	0	3.8442e-09     3.8442e-09     19             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
605	0	0	3.63334e-09    3.63334e-09    18             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
