i	j	k	Dose(Gy)       proton_1       proton_1       proton         proton         deuteron       deuteron       He3            He3            alpha          alpha          Li6            Li6            Be8            Be8            C12            C12            C13            C13            N15            N15            O15            O15            O16            O16            
144	0	0	9.31291e-09    9.27725e-09    185            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
145	0	0	8.9676e-09     8.88885e-09    184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
146	0	0	9.07995e-09    9.02378e-09    184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
147	0	0	9.10279e-09    9.01201e-09    184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
148	0	0	9.28285e-09    9.254e-09      184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
149	0	0	9.31143e-09    9.27253e-09    184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
150	0	0	9.27664e-09    9.17433e-09    184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              9.34364e-11    1              
151	0	0	9.52631e-09    9.4307e-09     184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
152	0	0	9.88092e-09    9.75393e-09    184            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
153	0	0	9.51438e-09    9.41522e-09    183            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
154	0	0	9.31112e-09    9.30913e-09    183            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
155	0	0	9.56135e-09    9.50856e-09    183            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
156	0	0	9.78451e-09    9.76065e-09    183            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
157	0	0	9.79386e-09    9.73719e-09    183            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
158	0	0	1.03127e-08    1.02464e-08    183            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
159	0	0	1.06826e-08    1.05807e-08    183            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
160	0	0	9.45648e-09    9.43486e-09    182            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
161	0	0	9.53913e-09    9.52018e-09    181            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
162	0	0	9.64718e-09    9.64154e-09    181            3.5271e-13     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
163	0	0	1.0204e-08     1.00354e-08    181            1.00949e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
164	0	0	1.05331e-08    1.03944e-08    181            9.25719e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
165	0	0	9.85262e-09    9.69419e-09    180            1.11627e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
166	0	0	1.00889e-08    9.93563e-09    180            1.3258e-10     2              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
167	0	0	1.08619e-08    1.0641e-08     180            1.94717e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
168	0	0	1.05827e-08    1.02934e-08    180            2.89245e-10    3              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
169	0	0	1.0799e-08     1.00721e-08    179            7.12696e-10    3              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
170	0	0	1.11836e-08    1.01355e-08    179            1.01161e-09    2              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
171	0	0	1.04364e-08    1.02918e-08    179            1.37027e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
172	0	0	1.04727e-08    1.02822e-08    179            1.4228e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
173	0	0	1.0689e-08     1.04591e-08    179            1.39153e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
174	0	0	1.06338e-08    1.04655e-08    179            1.68312e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
175	0	0	1.08885e-08    1.07373e-08    179            1.512e-10      1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
176	0	0	1.0984e-08     1.0764e-08     179            1.97749e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              3.66832e-12    1              
177	0	0	1.1259e-08     1.10267e-08    179            2.23806e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
178	0	0	1.16999e-08    1.12989e-08    179            3.80444e-10    2              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
179	0	0	1.18072e-08    1.14736e-08    179            3.27895e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
180	0	0	1.20333e-08    1.14909e-08    178            5.42426e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
181	0	0	1.15749e-08    1.15471e-08    178            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
182	0	0	1.17308e-08    1.17105e-08    177            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
183	0	0	1.17001e-08    1.17001e-08    177            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
184	0	0	1.19989e-08    1.19969e-08    176            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
185	0	0	1.21282e-08    1.17692e-08    176            2.4988e-10     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              8.31892e-11    1              
186	0	0	1.25274e-08    1.21197e-08    175            4.04322e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
187	0	0	1.28408e-08    1.24199e-08    175            3.99364e-10    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
188	0	0	1.26558e-08    1.26308e-08    175            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
189	0	0	1.2943e-08     1.294e-08      175            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
190	0	0	1.33001e-08    1.32763e-08    175            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
191	0	0	1.38498e-08    1.38407e-08    175            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
192	0	0	1.4317e-08     1.42941e-08    175            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
193	0	0	1.51001e-08    1.50603e-08    175            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
194	0	0	1.47312e-08    1.46919e-08    174            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
195	0	0	1.50608e-08    1.50128e-08    172            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
196	0	0	1.47385e-08    1.47138e-08    170            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
197	0	0	1.54642e-08    1.54642e-08    170            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
198	0	0	1.54065e-08    1.54035e-08    168            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
199	0	0	1.55631e-08    1.55028e-08    167            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
200	0	0	1.64312e-08    1.63506e-08    167            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
201	0	0	1.6471e-08     1.64392e-08    166            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
202	0	0	1.74214e-08    1.74111e-08    165            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
203	0	0	1.80631e-08    1.80127e-08    164            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
204	0	0	1.75055e-08    1.75055e-08    159            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
205	0	0	1.90178e-08    1.89965e-08    159            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
206	0	0	2.00263e-08    2.00224e-08    155            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
207	0	0	1.89826e-08    1.8978e-08     151            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
208	0	0	1.83064e-08    1.82729e-08    144            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
209	0	0	1.62652e-08    1.62309e-08    137            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
210	0	0	1.71701e-08    1.71574e-08    134            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
211	0	0	1.73711e-08    1.72953e-08    131            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
212	0	0	1.72955e-08    1.72227e-08    126            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
213	0	0	1.73309e-08    1.72422e-08    120            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
214	0	0	1.73519e-08    1.73083e-08    115            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
215	0	0	1.43349e-08    1.43333e-08    106            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
216	0	0	1.62086e-08    1.61495e-08    102            0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
217	0	0	1.31237e-08    1.31141e-08    95             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
218	0	0	1.26583e-08    1.26182e-08    86             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
219	0	0	1.25402e-08    1.25282e-08    81             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
220	0	0	7.94122e-09    7.82617e-09    71             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
221	0	0	7.0811e-09     6.99778e-09    64             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
222	0	0	6.98316e-09    6.94695e-09    61             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
223	0	0	5.50628e-09    5.46119e-09    57             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
224	0	0	5.05711e-09    4.98698e-09    54             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
225	0	0	5.86941e-09    5.82989e-09    54             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
226	0	0	4.20775e-09    4.13016e-09    49             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
227	0	0	3.12847e-09    3.08207e-09    46             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
228	0	0	2.25e-09       2.21657e-09    43             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
229	0	0	1.58154e-09    1.54312e-09    41             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
230	0	0	1.66329e-09    1.63209e-09    41             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
231	0	0	1.58797e-09    1.58033e-09    41             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
232	0	0	1.39019e-09    1.39019e-09    40             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
233	0	0	1.66673e-09    1.64329e-09    40             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
234	0	0	1.34071e-09    1.34071e-09    40             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
235	0	0	1.22237e-09    1.22237e-09    39             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
236	0	0	1.26501e-09    1.26501e-09    39             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
237	0	0	1.37228e-09    1.37228e-09    39             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
238	0	0	1.24647e-09    1.24647e-09    39             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
239	0	0	9.77875e-10    9.70995e-10    38             6.87955e-12    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
240	0	0	9.39068e-10    9.39068e-10    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
241	0	0	1.07196e-09    1.01891e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
242	0	0	9.6862e-10     9.58399e-10    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
243	0	0	1.045e-09      1.00977e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
244	0	0	9.59758e-10    9.31596e-10    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
245	0	0	1.0426e-09     9.7798e-10     38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
246	0	0	1.06756e-09    9.80681e-10    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
247	0	0	1.02094e-09    1.00734e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
248	0	0	1.00431e-09    9.73139e-10    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
249	0	0	9.69926e-10    9.66171e-10    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
250	0	0	1.04811e-09    1.02869e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
251	0	0	1.03352e-09    9.96043e-10    38             7.3432e-12     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
252	0	0	9.78045e-10    9.76293e-10    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
253	0	0	1.1568e-09     1.09174e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
254	0	0	1.01236e-09    1.0072e-09     38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
255	0	0	1.06994e-09    1.01993e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
256	0	0	1.15217e-09    1.07635e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
257	0	0	1.0636e-09     1.0636e-09     38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
258	0	0	1.07763e-09    1.07763e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
259	0	0	1.11894e-09    1.07205e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
260	0	0	1.10691e-09    1.05397e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
261	0	0	1.14402e-09    1.09781e-09    38             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
